timestamp_utc,symbol,qty,market_value,avg_entry_price,current_price,unrealized_pl,unrealized_plpc
2026-05-18T12:10:59.042973+00:00,BIL,4673.152601661,427780.389156,91.48,91.54,280.389156,0.00066
2026-05-18T12:10:59.042987+00:00,BTC/USD,1.528497349,118354.301028,80812.703582995,77431.8,-5167.702164,-0.04184
2026-05-18T12:10:59.042994+00:00,ETH/USD,38.507097846,82581.513391,2327.800550598,2144.579,-7055.330177,-0.07871
2026-05-18T12:10:59.043000+00:00,QQQ,182.480734974,129362.41783,712.40397,708.91,-637.582214,-0.0049
2026-05-18T12:10:59.043006+00:00,SOL/USD,310.886440099,26444.000595,93.1966703,85.06,-2529.580464,-0.08731
2026-05-18T12:10:59.043012+00:00,SPY,264.399582469,195161.263808,737.520075,738.13,161.263915,0.00083
